StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,cotton market price ?,"As per the latest market rates, the average Cotton price in Jammikunta is ₹7450/Quintal. The lowest market price is ₹7300/Quintal. The costliest market price is ₹7450/Quintal.",2025-06-05T19:59:05.213,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Millets,Maize (Makka),Market Information,Market price of maize,"Market price of maize at Karimnagar in in between 1400 to 1701 rupees per quintal
కరీంనగర్‌లో మొక్కజొన్న మార్కెట్ ధర క్వింటాలుకు 1400 నుండి 1701 రూపాయల మధ్య ఉంది.",2025-06-05T20:24:18.997,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market price of sesamum,"Market price of sesamum at Warangal market is in between 7855 to 8770 rupees per quintal
వరంగల్ మార్కెట్లో నువ్వుల మార్కెట్ ధర క్వింటాలుకు 7855 నుండి 8770 రూపాయల మధ్య ఉంది.",2025-06-05T20:26:35.96,2025,6
TELANGANA,PEDDAPALLI,DHARMARAM,NA,HORTICULTURE,Vegetables,Beans ,Seeds and Planting Material, BEANS VARIETIES INFORMATION ," BEANS VARIETIES ;  ARKA JAYA , ARKA VIJAYA,  ARKA SOWMYA ,     ARKA BHAVANI",2025-06-06T07:14:03.657,2025,6
TELANGANA,PEDDAPALLI,SULTHANABAD,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Field Preparation	,FARMER ASKED QUERY ON IS MULCHING ON BEDS OF COTTON USED?,"అవును, తెలంగాణలో పత్తి పడకలపై మల్చింగ్ సాధారణంగా సిఫార్సు చేయబడింది. మల్చింగ్ ముఖ్యంగా పత్తికి ప్రయోజనకరంగా ఉంటుంది, ఎందుకంటే ఇది కలుపు మొక్కలను నియంత్రించడానికి, తేమను కాపాడటానికి మరియు మొత్తం మొక్కల ఆరోగ్యాన్ని మెరుగుపరచడానికి సహాయపడుతుంది, ఇది అధిక దిగుబడికి దారితీస్తుంది.",2025-06-07T07:21:16.997,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Others,Others,	Water Management	,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.
",2025-06-07T10:07:43.643,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం ఉంది.",2025-06-08T06:50:06.723,2025,6
TELANGANA,PEDDAPALLI,SULTHANABAD,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం లేదు.,2025-06-08T10:12:25.77,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-09T07:35:51.053,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FARMER ASKED QUERY ABOUT MTU 1282 PADDY VARIETY ,"MTU 1282 అనేది ఆంధ్రప్రదేశ్‌లోని మారుతేరు వరి పరిశోధనా కేంద్రం అభివృద్ధి చేసిన అధిక దిగుబడినిచ్చే వరి రకం. దీని ముఖ్య లక్షణాలు ఇక్కడ ఉన్నాయి:

పంట వ్యవధి: విత్తనం నుండి పంట కోత వరకు దాదాపు 125 రోజులు.

దిగుబడి సామర్థ్యం: రైతులు ఎకరానికి 40 నుండి 50 బస్తాలు పండించినట్లు నివేదించారు, ఇది ఉత్పాదక ఎంపికగా మారింది.

ధాన్యం నాణ్యత: ఇది బిపిటి (సోనా మసూరి) మాదిరిగానే మంచి బియ్యం నాణ్యతను కలిగి ఉంది, ఇది రైతులలో ప్రసిద్ధి చెందింది.

నిరోధకత: ఇది తెగుళ్ళు మరియు వ్యాధులను సమర్థవంతంగా తట్టుకునే సామర్థ్యానికి ప్రసిద్ధి చెందింది.

అనుకూలత: ఖరీఫ్ మరియు రబీ సీజన్లు రెండింటికీ అనుకూలం, ఖరీఫ్‌లో 130 రోజులు మరియు రబీలో 125 రోజులు పంట వ్యవధి ఉంటుంది.",2025-06-09T07:57:58.893,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-09T09:10:46.12,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది.తేలికపాటి వర్షం పడే అవకాశం ఉంది.
",2025-06-09T11:35:51.147,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు. ,2025-06-11T09:38:12.803,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,--మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.,2025-06-11T11:13:54.367,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,PADDY SEEDS INFORMATION,"AGRICULTURE RESEARCH STATION ,Rajendra Nagar -040-24015817
ARI PRINCIPLE PADDY SCIENTIST(DAMODAR RAJU) CONTACT NUMBER--9440225385",2025-06-11T11:22:03.75,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.,2025-06-11T15:55:17.367,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
",2025-06-12T09:19:55.19,2025,6
TELANGANA,PEDDAPALLI,MUTHARAM (MAHADEVPUR),NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FARMER ASKED QUERY ABOUT MTU 1224 AND MTU 1282 VARIETIES OF PADDY ?,"మారుటేరు సాంబ ( MTU 1224):
2019 లో విడుదల చేసిన రకం 
సార్వా (ఖరీఫ్ ) కు అనువైన రకం 
135 రోజుల పంటకాలం 
దిగుబడి : 2.6-2.8 టన్నులు / ఎకరా 
దోమ పోటును తట్టుకునే శక్తి కలదు. 
పంట చేనుపై పడిపోదు. 


( MTU 1282):
అధిక దిగుబడినిస్తున్న నూతన వరి వంగడం 
125 -135 రోజులు  పంటకాలం 
సార్వా (ఖరీఫ్ ) కు అనువైన రకం 
సన్న రకం 
BPT ని పోలిన రకం 
దిగుబడి : 40 బస్తాలు  / ఎకరా 
ఎత్తు పెరగదు, మొదలు బలం ఎక్కువ 
వరి - ప్రాంతీయ వ్యవసాయ పరిశోధనా స్థానం , మారుటేరు , ప.గో - 08514-242296 , 9440839340",2025-06-12T10:04:48.76,2025,6
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 

",2025-06-12T12:03:40.16,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది . తేలికపాటి నుండి ఒక మోస్తారుగా వర్షం పడే అవకాశం ఉంది.
",2025-06-13T09:52:54.477,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,QUERY ON SOWING TIME OF REDGRAM ,SOWING TIME OF RED GRAM IS FROM JUNE TO JULY 15,2025-06-13T12:45:59.57,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked to check the beneficiary status of pm kisan,Aadhaar Bank Account Seeding Status is pending,2025-06-13T18:48:56.58,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.,2025-06-14T12:33:44.573,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FARMER ASKED QUERY ON VARIETIES OF PADDY ,"PADDY - సన్న బియ్యం రకాల వివరాలు
శీతల్ (డబ్ల్యూజిఎల్ 283)
అంజన (జెజిఎల్ 11118)
భద్రకాలి (డబ్ల్యూజియల్ 3962)
ప్రాణహిత (జెజియల్ 11727) 

దొడ్డు గింజ రకాల
RNR-28361",2025-06-15T07:17:07.497,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,Farmer asked query on Weather, మీ ప్రాంతములో వాతావరణం జల్లులు  పడే అవకాశం ఉంది.,2025-06-15T13:24:31.08,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Others,Others,Government Schemes,DUE TO TECHNICAL ISSUE CALL HAS NOIT DISPLAYED AS DISCONNECTED  BY FARMER ,DUE TO TECHNICAL ISSUE CALL HAS NOIT DISPLAYED AS DISCONNECTED  BY FARMER ,2025-06-15T14:43:40.393,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Others,Others,Government Schemes,PM KISAN SAMMAN NIDHI INFORMATION ;- ,Peddapalli Jyothirmayi AO(Technical) 8790151955 ,2025-06-15T15:52:20.05,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-15T18:19:10.237,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-16T18:19:39.947,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-16T18:53:06.643,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Millets,Maize (Makka),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.,2025-06-18T08:19:22.943,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"సర్/మేడమ్, ఒడెలా, పెడోపల్లి జిల్లా, తెలంగాణకు సగటు వాతావరణ సూచన 0.6 మిమీ వర్షపాతం, గరిష్ట ఉష్ణోగ్రత 37.4 ° C, 31.0 ° C యొక్క కనిష్ట ఉష్ణోగ్రత, గాలి వేగం 22.0 కిమీ/గం/గంటకు 22.0 కిమీ.",2025-06-18T17:09:18.87,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం ఎండా, మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
",2025-06-19T08:02:46.437,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Weather report for water management in paddy,"There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-20T14:46:59.003,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-20T17:09:35.467,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-20T18:03:15.49,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం ఏండ, మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-21T14:00:44.223,2025,6
TELANGANA,PEDDAPALLI,DHARMARAM,NA,HORTICULTURE,Vegetables,Ridge Gourd,	Plant Protection	,"FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN RIDGE GOURD
","RECOMMENDED TO  FIPRONIL  (JUMP)  40 GM /200 LITRES OF WATER / ACRE   
ఫిప్రోనిల్ (జంప్) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",2025-06-21T16:06:23.05,2025,6
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-21T16:58:22.79,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం లేదు.
",2025-06-21T18:36:44.157,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,"FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN COTTON
","ప్రత్తిలో మొదటి దశలో (అనగా విత్తిన నెలలోపు) వచ్చు కలుపు నివారణ: ప్రత్తిని విత్తే 3-5 రోజుల ముందు ప్లూక్లోరాలిన్ 45% మందును ఎకరాకు 1 లీటరు చొప్పున చివరి దుక్కిలో పిచికారి చేసి భూమిలో కలియదున్నాలి లేదా విత్తనం వేసిన 24-48 గంటలలోపు పెండిమిథాలిన్ అనే కలుపు మందును ఎకరాకు 1.2 లీటరు చొప్పున 200 లీటర్ల నీటిలో- లీటరు నీటికి 6 మి.లీ. చొప్పున కలిపి చేతి పంపుతో చేనంతా సమంగా తడిచేటట్టు పిచికారి చేయాలి. భూమిలో సరియైన పదును/తేమ ఉన్నప్పుడే పిచికారి చేసిన గడ్డి మందు చాలా సమర్థవంతంగా పనిచేసి, కలుపును నివారిస్తుంది.

ప్రత్తి మొలకెత్తిన 15-20 రోజులకు చేనులో వచ్చు లేత గడ్డి మరియు వెడల్పాకు గల కలుపు నివారణకు – క్వాజలోఫాస్ ఇధైల్ (టర్గా సూపర్) 400 మి.లీ. లేదా ప్రోపాక్విజాఓఫాస్ (ఎజిల్) 250 మి.లీ. మరియు పైరిథయోబ్యాక్ సోడియం (హిట్ వీడ్/థీమ్/ రైఫ్) 250 మి.లీ. 200 లీటర్ల నీటిలో కలిరి రిచికారి చేయాలి.",2025-06-21T19:18:00.843,2025,6
TELANGANA,PEDDAPALLI,MANTHANI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN PADDY NURSERY?
",పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి ,2025-06-22T12:40:51.107,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-22T13:01:23.97,2025,6
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.,2025-06-22T15:32:42.877,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-22T18:05:50.31,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.,2025-06-23T08:21:32.18,2025,6
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.

",2025-06-24T07:55:47.35,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
",2025-06-24T10:33:18.437,2025,6
TELANGANA,PEDDAPALLI,ELIGAID,NA,HORTICULTURE,Vegetables,Ribbed Gourd (Kali Tori),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.",2025-06-24T13:27:20.397,2025,6
TELANGANA,PEDDAPALLI,PEDDAPALLI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,FARMER ASKED QUERY ABOUT MTU 1290 PADDY VARIETY, MTU 1290  125 రోజుల్లో కోతకు వచ్చి సగటున 2.8-3.2 టన్నులు/ఎకరాకు దిగుబడినిస్తుంది,2025-06-24T17:23:37.32,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-25T09:43:38.9,2025,6
TELANGANA,PEDDAPALLI,JULAPALLI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ID CREATION DETAILS ,--CONTACT YOUR AGRICULTURE EXTENSION OFFICER FOR MORE DETAILS,2025-06-26T11:01:20.963,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.,2025-06-26T11:47:14.673,2025,6
TELANGANA,PEDDAPALLI,SRIRAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"
CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
",2025-06-26T17:34:19.987,2025,6
TELANGANA,PEDDAPALLI,RAMAGUNDAM,NA,AGRICULTURE,Fodder Crops,Napier Grass,Cultural Practices,FARMER ASKED QUERY ON PACKAGE OF PRACTICES OF NAPIER GRASS," PACKAGE OF PRACTICES OF NAPIER GRASS:
Land Preparation:
Plow the land 2-3 times to achieve a good tilth.
Form ridges and furrows, typically 60 cm apart, for proper drainage and irrigation. 
నేపియర్ గడ్డి తయారీ పద్ధతుల ప్యాకేజీ:
భూమి తయారీ:
మంచి వంపు పొందడానికి భూమిని 2-3 సార్లు దున్నండి.
సరైన నీటి పారుదల మరియు నీటిపారుదల కోసం సాధారణంగా 60 సెం.మీ దూరంలో గట్లు మరియు సాళ్ళు ఏర్పాటు చేయండి.

నాటడం పదార్థం మరియు అంతరం:
రెండు మొగ్గలు లేదా వేళ్ళూనుకున్న స్లిప్‌లతో కూడిన కాండం కోతలను ఉపయోగించి నేపియర్ గడ్డిని ప్రచారం చేస్తారు.

ఒంటరి పంట కోసం హెక్టారుకు 33,333 నాటడం పదార్థాల సాంద్రత (కాండం కోతలు లేదా వేళ్ళూనుకున్న స్లిప్‌లు) సిఫార్సు చేయబడింది.

సాధారణంగా సరైన పెరుగుదలకు 60 సెం.మీ x 50 సెం.మీ అంతరం సిఫార్సు చేయబడింది.

అంతర్ పంట కోసం, మెరుగైన బయోమాస్ ఉత్పత్తికి 20,000 వేళ్ళూనుకున్న స్లిప్‌లు సరిపోతాయి.

ఎరువుల దరఖాస్తు:
హెక్టారుకు 25 టన్నుల చొప్పున ఎరువు (నత్రజని, భాస్వరం, పొటాషియం) ఎరువులను ప్రాథమిక మోతాదుగా వేయండి.

NPK (నత్రజని, భాస్వరం, పొటాషియం) ఎరువులను హెక్టారుకు 75:50:40 కిలోల చొప్పున వేయండి.

నాటిన 30 రోజుల తర్వాత మరియు ప్రతి తదుపరి పంట తర్వాత హెక్టారుకు 75 కిలోల నత్రజనితో టాప్ డ్రెస్సింగ్ చేయాలి.

రసాయన ఎరువుల వాడకాన్ని తగ్గించడానికి అజోస్పిరిల్లమ్ మరియు ఫాస్ఫోబాక్టీరియం వంటి బయోఫెర్టిలైజర్‌లను ఉపయోగించడాన్ని పరిగణించండి.

నీటిపారుదల:

నాటిన వెంటనే మరియు తరువాత 10 రోజుల వ్యవధిలో జీవితకాల నీటిపారుదల అందించండి.

నేల రకం మరియు వాతావరణ పరిస్థితుల ఆధారంగా ఫ్రీక్వెన్సీని సర్దుబాటు చేయండి.

నీటిపారుదల కోసం వ్యర్థ జలాలు లేదా మురుగునీటిని కూడా ఉపయోగించవచ్చు.

కలుపు నిర్వహణ:
అవసరమైనప్పుడల్లా కలుపు మొక్కలను నియంత్రించడానికి చేతితో కలుపు తీయడం సిఫార్సు చేయబడింది.

సాధారణంగా నాటిన 45 రోజుల తర్వాత మొదటి కలుపు తీయడం జరుగుతుంది మరియు మొదటి పంట తర్వాత రెండవ కలుపు తీయడం చేయవచ్చు.

కోత:
సాధారణంగా నాటిన 75-80 రోజుల తర్వాత మొదటి పంటను తీసుకుంటారు.

తదుపరి పంటలను 45 రోజుల వ్యవధిలో లేదా పంట పెరుగుదల ఆధారంగా చేయవచ్చు.

ఒక శాశ్వత పంటకు సంవత్సరానికి గరిష్టంగా 4-5 పంటలను తీసుకోవచ్చు.

ఇతర ముఖ్యమైన పద్ధతులు:
పోషక విలువను మెరుగుపరచడానికి నేపియర్ గడ్డిని తరచుగా డెస్మాంథస్ వంటి చిక్కుళ్ళతో అంతర పంటగా వేస్తారు.

దీనిని నేరుగా పశువులకు తినిపించవచ్చు లేదా సైలేజ్ లేదా ఎండుగడ్డిగా తయారు చేయవచ్చు.

నేపియర్ గడ్డి యొక్క దురాక్రమణ స్వభావాన్ని పరిగణించండి మరియు దాని వ్యాప్తిని నిర్వహించడానికి అవసరమైన చర్యలు తీసుకోండి.
Planting Material and Spacing:
Napier grass is propagated using stem cuttings with two buds or rooted slips. 
A density of 33,333 planting materials (stem cuttings or rooted slips) per hectare is recommended for sole cropping. 
Spacing of 60 cm x 50 cm is generally recommended for optimal growth. 
For intercropping, 20,000 rooted slips are sufficient for better biomass production. 
Fertilizer Application:
Apply FYM (Farm Yard Manure) at 25t/ha as a basal dose. 
NPK (Nitrogen, Phosphorus, Potassium) fertilizer is applied at a rate of 75:50:40 kg/ha. 
Top dressing with 75 kg N/ha is done 30 days after planting and after each subsequent harvest. 
Consider using biofertilizers like Azospirillum and Phosphobacterium to reduce chemical fertilizer usage. 
Irrigation:
Provide life irrigation immediately after planting and then at intervals of 10 days. 
Adjust the frequency based on soil type and weather conditions. 
Waste water or sewage water can also be used for irrigation. 
Weed Management:
Hand weeding is recommended to control weeds whenever necessary. 
First weeding is typically done 45 days after planting, and a second weeding can be done after the first harvest. 
Harvesting:
The first harvest is usually taken 75-80 days after planting. 
Subsequent harvests can be done at 45-day intervals or based on crop growth. 
A maximum of 4-5 harvests can be taken in a year for a perennial crop. 
Other Important Practices:
Napier grass is often intercropped with legumes like Desmanthus to improve nutritive value. 
It can be fed directly to cattle or made into silage or hay. 
Consider the invasive nature of Napier grass and take necessary measures to manage its spread
",2025-06-27T12:13:35.32,2025,6
TELANGANA,PEDDAPALLI,ODELA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,QUERY ON FERTILIZER MANAGEMENT IN PADDY,"దమ్ములో : యూరియా 25-30 కే/ఏ ,సింగిల్ సూపర్ ఫాస్ఫేట్ 150 కే/ఏ  లేదా డి.ఎ.పి  50 కే/ఏ  , మ్యూరేట్ ఆఫ్ పొటాష్ 15 కే/ఏ 
దుబ్బు  చేసేటప్పుడు  : యూరియా 25-30 కే/ఏ  (20 - 25 రోజులకు)
అంకురందశలో: యూరియా 25-30 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ 15 కే/ఏ (60 - 65 రోజులకు)",2025-06-27T12:59:44.893,2025,6
